"","NSC","NAME","FDA_STATUS","MOA","PUBCHEM_ID","SMILES","TOTAL_EXPS","TOTAL_EXPS_AFTER_QC"
"734604",734604,"1-phenyl-5-(4-(trifluoromethyl)phenyl)-1H-imidazole","","",11162021,"FC(F)(F)c1ccc(cc1)c2cncn2c3ccccc3",1,1
"734625",734625,"6-[2-(Dimethylamino)ethylamino]-9-methoxyindeno[1,2-c]quinolin-11-one","","",24205207,"COc1ccc2c(c1)C(=O)c3c2c(NCCN(C)C)nc4ccccc34",1,1
"734626",734626,"6-[3-(Dimethylamino)propylamino]-9-methoxyindeno[1,2-c]quinolin-11-one","","",24205208,"COc1ccc2c(c1)C(=O)c3c2c(NCCCN(C)C)nc4ccccc34",1,1
"734628",734628,"6-(4-Acetylanilino)-9-methoxyindeno[1,2-c]quinolin-11-one","","",24205210,"COc1ccc2c(c1)C(=O)c3c2c(Nc4ccc(cc4)C(=O)C)nc5ccccc35",1,1
"734629",734629,"6-(3-Acetylanilino)-9-methoxyindeno[1,2-c]quinolin-11-one","","",24205211,"COc1ccc2c(c1)C(=O)c3c2c(Nc4cccc(c4)C(=O)C)nc5ccccc35",1,1
"734631",734631,"(NE)-N-[1-[4-[(9-methoxy-11-nitroso-5H-indeno[1,2-c]quinolin-6-yl)amino]phenyl]ethylidene]hydroxylamine","","",24205213,"COc1ccc2c(c1)\C(=N\O)\c3c2c(Nc4ccc(cc4)\C(=N\O)\C)nc5ccccc35",1,1
"734633",734633,"(NZ)-N-[1-[3-[(9-methoxy-11-nitroso-5H-indeno[1,2-c]quinolin-6-yl)amino]phenyl]ethylidene]hydroxylamine","","",24205215,"COc1ccc2c(c1)\C(=N\O)\c3c2c(Nc4cccc(c4)\C(=N/O)\C)nc5ccccc35",1,1
"734640",734640,"9-Methoxy-N-(2,3,4-trifluorophenyl)-11-(2,3,4-trifluorophenyl)iminoindeno[1,2-c]quinolin-6-amine","","",24205222,"COc1ccc2c(c1)\C(=N/c3ccc(F)c(F)c3F)\c4c2c(Nc5ccc(F)c(F)c5F)nc6ccccc46",2,2
"734646",734646,"6-(4-Chloroanilino)-9-methoxyindeno[1,2-c]quinolin-11-one","","",24205228,"COc1ccc2c(c1)C(=O)c3c2c(Nc4ccc(Cl)cc4)nc5ccccc35",1,1
"734655",734655,"(11Z)-N,9-Dimethoxy-11-methoxyiminoindeno[1,2-c]quinolin-6-amine","","",24205237,"CONc1nc2ccccc2c3\C(=N/OC)\c4cc(OC)ccc4c13",1,1
"734656",734656,"[(Z)-(9-Methoxy-6-oxo-5H-indeno[1,2-c]quinolin-11-ylidene)amino] acetate","","",135580410,"COc1ccc2c(c1)\C(=N\OC(=O)C)\c3c2c(O)nc4ccccc34",1,1
"734749",734749,"6-(3-Azido-propyl)-2,3-dimethoxthy-5,11-dioxo-5,11-dihyd...","","",17755511,"COc1cc2C(=O)N(CCCN=[N+]=[N-])C3=C(C(=O)c4cc(ccc34)C#N)c2cc1OC",1,1
"734755",734755,"Benzoic acid 10-hydroxy-11-oxo-5,11-dihydro-benzo[4,5]im...","","",24205252,"Oc1ccc(OC(=O)c2ccccc2)c3C=C4Nc5ccccc5N4C(=O)c13",1,1
"734757",734757,"7,8-Dihydroxy-2,6-dimethyl-4-oxo-4H-pyrrolo(3,2,1-ij)qui...","","",24205254,"CCOC(=O)c1c(C)n2C(=O)C=C(C)c3c(O)c(O)cc1c23",1,1
"734758",734758,"Methyl 5-benzyl-11-methylidene-2-[(4-nitrophenyl)methoxycarbonyloxy]-6-oxobenzo[b]carbazole-1-carboxylate","","",11706969,"COC(=O)c1c(OC(=O)OCc2ccc(cc2)[N+](=O)[O-])ccc3c1c4C(=C)c5ccccc5C(=O)c4n3Cc6ccccc6",1,1
"734788",734788,"2-Amino-4-(4-chlorophenyl)-6-oxo-1-[(E)-1-pyridin-4-ylethylideneamino]pyridine-3,5-dicarbonitrile","","",11516616,"C\C(=N/N1C(=C(C#N)C(=C(C#N)C1=O)c2ccc(Cl)cc2)N)\c3ccncc3",1,1
"734789",734789,"2-Amino-4-(4-chlorophenyl)-6-oxo-1-[(E)-1-pyridin-3-ylethylideneamino]pyridine-3,5-dicarbonitrile","","",11696754,"C\C(=N/N1C(=C(C#N)C(=C(C#N)C1=O)c2ccc(Cl)cc2)N)\c3cccnc3",1,1
"734791",734791,"4-Ethenyl-4a-hydroxy-3-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]methyl]-3,4,5,6-tetrahydropyrano[3,4-c]pyran-8-one","","",24205264,"OCC1OC(CC2OC=C3C(=O)OCCC3(O)C2C=C)C(O)C(O)C1O",1,1
"734793",734793,"9-Hydroxy-5-propyl-5H-indeno[1,2-b]indol-10-one","","",24205265,"CCCn1c2c3ccccc3C(=O)c2c4c(O)cccc14",1,1
"734794",734794,"9-Hydroxy-5-(4-methoxybenzyl)-5H-indeno[1,2-b]indol-10-one","","",24205266,"COc1ccc(Cn2c3c4ccccc4C(=O)c3c5c(O)cccc25)cc1",1,1
"734795",734795,"9-Hydroxy-5-phenyl-5H-indeno[1,2-b]indol-10-one","","",24205267,"Oc1cccc2c1c3C(=O)c4ccccc4c3n2c5ccccc5",1,1
"734796",734796,"6-(3-Amino-propyl)-2,3-dimethoxy-5,11-dioxo-5,11-dihydro...","","",17755628,"COc1cc2C(=O)N(CCCN)C3=C(C(=O)c4cc(ccc34)C#N)c2cc1OC",1,1
"734797",734797,"6-(3-Chloro-propyl)-2,3-dimethoxy-5,11-dioxo-5,11-dihydr...","","",17755316,"COC(=O)c1ccc2C3=C(C(=O)c2c1)c4cc(OC)c(OC)cc4C(=O)N3CCCCl",1,1
"734798",734798,"Bis-{(5,6-dihydro-5,11-diketo-3-nitro-11H-indeno[1,2-c]i...","","",45027890,"[O-][N+](=O)c1ccc2C3=C(N(CCCNCCCNCCCN4C(=O)c5ccccc5C6=C4c7cc(ccc7C6=O)[N+](=O)[O-])C(=O)c2c1)c8ccccc8C3=O",2,2
"734799",734799,"6-(3-Bromopropyl)-9-fluoro-5,6-dihydro-3-nitro-5,11-diox...","","",17756504,"[O-][N+](=O)c1ccc2C3=C(N(CCCBr)C(=O)c2c1)c4ccc(F)cc4C3=O",1,1
"734872",734872,"5,6-Dihydro-6-(3-dimethylamino-1-propyl)-3-nitro-5,11-di...","","",44409874,"CN(C)CCCN1C(=O)c2cc(ccc2C3=C1c4ccccc4C3=O)[N+](=O)[O-]",1,1
"734875",734875,"5-O-Methyl 1,2,3,4-tetrakis(p-tolyl)-7-thiabicyclo[2.2.1...","","",24205269,"COC(=O)C1CC2(C(=C(c3ccc(C)cc3)C1(c4ccc(C)cc4)S2=O)c5ccc(C)cc5)c6ccc(C)cc6",1,1
"734877",734877,"5,6-Dicyano-1,2,3,4-tetrakis(p-tolyl)7-thiabicyclo[2.2.1...","","",24205271,"Cc1ccc(cc1)C2=C(c3ccc(C)cc3)C4([C@@H](C#N)[C@H](C#N)C2(c5ccc(C)cc5)S4=O)c6ccc(C)cc6",1,1
"734905",734905,"6-(3-Azido-propyl)-2,3-dimethoxy-5,11-dioxo-5,11-dihydro...","","",17755410,"COC(=O)c1ccc2C3=C(C(=O)c2c1)c4cc(OC)c(OC)cc4C(=O)N3CCCN=[N+]=[N-]",1,1
"734912",734912,"(1S,4R,6R,9R,11R,14R,15R)-14-Hydroxy-4,9,14-trimethyl-18-methylidene-5,10,16-trioxatetracyclo[13.3.1.04,6.09,11]nonadecan-17-one","","",24205275,"C[C@@]1(O)CC[C@H]2O[C@]2(C)CC[C@H]3O[C@]3(C)CC[C@H]4C[C@H]1OC(=O)C4=C",1,1
"734913",734913,"(1S,4S,6S,9R,11R,14R,15R)-14-Hydroxy-4,9,14-trimethyl-18-methylidene-5,10,16-trioxatetracyclo[13.3.1.04,6.09,11]nonadecan-17-one","","",24205276,"C[C@@]1(O)CC[C@H]2O[C@]2(C)CC[C@@H]3O[C@@]3(C)CC[C@H]4C[C@H]1OC(=O)C4=C",1,1
"734916",734916,"[(1S,3R,13S,14R,15R)-3-Hydroxy-9,13-dimethyl-18-methylidene-17-oxospiro[8,16-dioxatricyclo[13.3.0.07,9]octadecane-4,2'-oxirane]-14-yl] acetate","","",24205279,"C[C@H]1CCCC2(C)OC2CCC3(CO3)[C@H](O)C[C@@H]4[C@@H](OC(=O)C4=C)[C@@H]1OC(=O)C",1,1
"734918",734918,"(1S,5S,6R,10E,14R,15S,17R)-14-Hydroxy-6,10,14-trimethyl-2-methylidene-4,16-dioxatricyclo[13.2.1.05,17]octadec-10-en-3-one","","",6520568,"C[C@@H]1CCC\C(=C\CC[C@@](C)(O)[C@@H]2C[C@@H]3[C@@H](O2)[C@H]1OC(=O)C3=C)\C",2,2
"734919",734919,"(1S,5S,8R,9S,11S,12R)-1,12-Dihydroxy-5,9,12-trimethyl-11-(2-methylprop-1-enyl)-2-oxatricyclo[6.4.1.04,13]tridec-4(13)-en-3-one","","",54612670,"C[C@H]1C[C@@H](C=C(C)C)[C@@](C)(O)[C@@]2(O)OC(=O)C3=C2[C@@H]1CC[C@@H]3C",1,1
"734921",734921,"Elisabatin B","","",10637400,"CC(=Cc1cc(C)c2ccc(C)c3C(=O)C(=C(C)c1c23)O)C",1,1
"734923",734923,"1,7-bis(3, 4-dimethoxyphenyl)-1, 6-heptadiene-3,5-dione","","",6477182,"COc1ccc(\C=C\C(=C\C(=O)\C=C\c2ccc(OC)c(OC)c2)\O)cc1OC",1,1
"734924",734924,"Ethyl (2E,4Z,6E)-5-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-4-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]hepta-2,4,6-trienoate","","",54695591,"CCOC(=O)\C=C\C(=C(\O)/C=C/c1ccc(O)c(OC)c1)\C(=O)\C=C\c2ccc(O)c(OC)c2",1,1
"734926",734926,"Flavenochromane C","","",11451469,"COc1cc2OC(C)(C)CCc2c3OC(=C(O)C(=O)c13)c4ccc(O)cc4",2,2
"734945",734945,"N-(4-Aminophenyl)-4-[3-(3,4-dihydro-1H-isoquinolin-2-yl)prop-1-en-2-yl]benzamide","","HDAC",24205282,"Nc1ccc(NC(=O)c2ccc(cc2)C(=C)CN3CCc4ccccc4C3)cc1",1,1
"734948",734948,"N-(2-aminophenyl)-4-[4-[3-(3,4-dihydro-1H-isoquinolin-2-yl)prop-1-en-2-yl]phenyl]butanamide","","HDAC",24205285,"Nc1ccccc1NC(=O)CCCc2ccc(cc2)C(=C)CN3CCc4ccccc4C3",1,1
"734949",734949,"4-[3-(3,4-dihydro-1H-isoquinolin-2-yl)prop-1-en-2-yl]-N-pyrazin-2-ylbenzamide","","HDAC",24205286,"C=C(CN1CCc2ccccc2C1)c3ccc(cc3)C(=O)Nc4cnccn4",1,1
"734950",734950,"Cyclopamine","","",442972,"C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C",2,1
"734969",734969,"Ethyl 3-(tolan-4'-yl)acrylate","","",24205295,"CCOC(=O)\C=C\c1ccc(cc1)C#Cc2ccccc2",1,1
"734970",734970,"4-[2-(1H-imidazol-4-yl)ethylamino-4-oxobutyl]-10-methyl-...","","",24205296,"Cn1c2c(C(=O)N(CCCC(=O)NCCc3c[nH]cn3)c4c(nnn24)c5ccccc5)c6ccccc16",1,1
"734972",734972,"4-[3-(dibutylamino)propyl]-10-methyl-3-phenyl-4H-indolo[...","","",24205298,"CCCCN(CCCC)CCCN1C(=O)c2c(n(C)c3ccccc23)n4nnc(c5ccccc5)c14",1,1
"734973",734973,"1,2,9,10-Tetrahydrothiazolo[2,3:2',3']pyrimido[6,5-b}ind...","","",1508416,"O=C1N2CCSC2=Nc3c1[nH]c4ccccc34",1,1
"734974",734974,"2,3,4,9-Tetrahydrothiazolo[2,3:2',3']pyrimido[5,6-b]indo...","","",24205299,"O=C1N2CCSC2=Nc3[nH]c4ccccc4c13",1,1
"734975",734975,"6,7-Dihydropyrrolo[3,2-d][1,3]thiazolo[3,2-a]pyrimidin-9...","","",24205300,"O=C1N2CCSC2=Nc3cc[nH]c13",1,1
"734977",734977,"Ethyl N-[4-(10-methyl-3-phenyl-4H-indolo[3,2-e][1,2,3]tr...","","",24205302,"CCOC(=O)CNC(=O)CCCN1C(=O)c2c(n(C)c3ccccc23)n4nnc(c5ccccc5)c14",1,1
"734978",734978,"4-[4-N,N'-dicyclohexylcarbamidyl-1-oxobutyl-glicyl]-10-m...","","",24205303,"Cn1c2c(C(=O)N(CCCC(=O)NCC(=O)O\C(=N\C3CCCCC3)\NC4CCCCC4)c5c(nnn25)c6ccccc6)c7ccccc17",1,1
"734980",734980,"Ethyl 3-[2-(methylsulfanyl)-4-oxo-5-phenyl-4,7-dihydro-3...","","",24205305,"CCCOC(=O)CCN1C(=Nc2[nH]cc(c3ccccc3)c2C1=O)SC",1,1
"734981",734981,"Ethyl 4-[2-(methylsulfanyl)-4-oxo-5-phenyl-4,7-dihydro-3...","","",24205306,"CCOC(=O)CCCN1C(=Nc2[nH]cc(c3ccccc3)c2C1=O)SC",1,1
"734982",734982,"Ethyl 4-[6-(2-furyl)-2-(methylsulfanyl)-4-oxo-4,5-dihydr...","","",24205307,"CCOC(=O)CCCN1C(=Nc2cc([nH]c2C1=O)c3occc3)SC",1,1
"734996",734996,"N-[4-[3-[2-[3-(Benzenesulfonyl)prop-1-ynyl]phenyl]prop-2-ynoxy]butyl]-1H-indole-2-carboxamide","","",24205308,"O=C(NCCCCOCC#Cc1ccccc1C#CCS(=O)(=O)c2ccccc2)c3cc4ccccc4[nH]3",2,2
"734997",734997,"6-[2-[2-(2-Methoxyphenyl)ethynyl]phenyl]hex-5-yn-1-ol","","",24205309,"COc1ccccc1C#Cc2ccccc2C#CCCCCO",1,1
"734999",734999,"6-[2-(2-Thiophen-2-ylethynyl)phenyl]hex-5-yn-1-ol","","",24205311,"OCCCCC#Cc1ccccc1C#Cc2cccs2",1,1
"735000",735000,"6-[2-[2-(2-Methylsulfanylphenyl)ethynyl]phenyl]hex-5-yn-1-ol","","",24205312,"CSc1ccccc1C#Cc2ccccc2C#CCCCCO",1,1
"735001",735001,"6-[2-[2-[2-(Trifluoromethyl)phenyl]ethynyl]phenyl]hex-5-yn-1-ol","","",16750522,"OCCCCC#Cc1ccccc1C#Cc2ccccc2C(F)(F)F",1,1
"735002",735002,"1-Methoxy-2-[2-[2-[9-[2-[2-(2-methoxyphenyl)ethynyl]phenyl]nona-1,8-diynyl]phenyl]ethynyl]benzene","","",24205313,"COc1ccccc1C#Cc2ccccc2C#CCCCCCC#Cc3ccccc3C#Cc4ccccc4OC",1,1
"735004",735004,"2-[(3Z,9Z)-12-(2-Aminophenyl)dodeca-3,9-dien-1,5,7,11-tetraynyl]aniline","","",24205315,"Nc1ccccc1C#C\C=C/C#CC#C\C=C/C#Cc2ccccc2N",1,1
"735006",735006,"5, 7, 4' Trimethoxy Flavanone","","",5003667,"COc1ccc(cc1)C2CC(=O)c3c(OC)cc(OC)cc3O2",1,1
"735007",735007,"6,8 Dimethoxy  5,4' dihydroxy flavone 7-o rhamnoside","","",24205317,"COc1c(O)c2C(=O)C=C(Oc2c(OC)c1OC3OC(C)C(O)C(O)C3O)c4ccc(O)cc4",1,1
"735010",735010,"6-(3-Amino-propyl)-2,3-dimethoxy-5,11-dioxo-5,11-dihydro...","","",17755626,"COC(=O)c1ccc2C3=C(C(=O)c2c1)c4cc(OC)c(OC)cc4C(=O)N3CCCN",2,2
"735012",735012,"Bis-{(5,6-dihydro-5,11-diketo-3-nitro-11H-indeno[1,2-c]i...","","",45027892,"[O-][N+](=O)c1ccc2C3=C(N(CCNCCCNCCN4C(=O)c5cc(ccc5C6=C4c7ccccc7C6=O)[N+](=O)[O-])C(=O)c2c1)c8ccccc8C3=O",2,2
"735019",735019,"4-(1-Methylpyrrol-2-yl)-2-oxo-6-phenyl-1H-pyridine-3-carbonitrile","","",19656591,"Cn1cccc1C2=C(C#N)C(=O)NC(=C2)c3ccccc3",1,1
"735021",735021,"6-(3,4-Dimethoxyphenyl)-4-(1-methylpyrrol-2-yl)-2-oxo-1H-pyridine-3-carbonitrile","","",19656600,"COc1ccc(cc1OC)C2=CC(=C(C#N)C(=O)N2)c3cccn3C",1,1
"735023",735023,"2-Amino-4-(1-methylpyrrol-2-yl)-6-phenylpyridine-3-carbonitrile","","",3355365,"Cn1cccc1C2=C(C#N)C(=N)NC(=C2)c3ccccc3",2,1
"735024",735024,"2-Amino-6-(4-bromophenyl)-4-(1-methylpyrrol-2-yl)pyridine-3-carbonitrile","","",3399462,"Cn1cccc1C2=C(C#N)C(=N)NC(=C2)c3ccc(Br)cc3",1,1
"735025",735025,"2-Amino-6-(3,4-dimethoxyphenyl)-4-(1-methylpyrrol-2-yl)pyridine-3-carbonitrile","","",4659623,"COc1ccc(cc1OC)C2=CC(=C(C#N)C(=N)N2)c3cccn3C",1,1
"735026",735026,"2-Amino-4-(1-methylpyrrol-2-yl)-6-thiophen-2-ylpyridine-3-carbonitrile","","",24205319,"Cn1cccc1C2=C(C#N)C(=N)NC(=C2)c3cccs3",1,1
"735029",735029,"1,3-Dibenzyl-5-benzoyl-6-[(2-hydroxy-3-morpholinopropyl)amino]pyrimidine-2,4(1H,3H)-dione","","",11628216,"OC(CNC1=C(C(=O)c2ccccc2)C(=O)N(Cc3ccccc3)C(=O)N1Cc4ccccc4)CN5CCOCC5",2,1
"735030",735030,"1,3-Dibenzyl-6-[(2-hydroxy-3-pyrrolidin-1-ylpropyl)amino]pyrimidine-2,4-dione","","",11683496,"OC(CNC1=CC(=O)N(Cc2ccccc2)C(=O)N1Cc3ccccc3)CN4CCCC4",1,1
"735031",735031,"[1-[(1,3-Dibenzyl-2,6-dioxopyrimidin-4-yl)amino]-3-pyrrolidin-1-ylpropan-2-yl] benzoate","","",11671069,"O=C(OC(CNC1=CC(=O)N(Cc2ccccc2)C(=O)N1Cc3ccccc3)CN4CCCC4)c5ccccc5",1,1
"735032",735032,"5-Benzoyl-1,3-dibenzyl-6-[(2-hydroxy-3-pyrrolidin-1-ylpropyl)amino]pyrimidine-2,4-dione","","",11599109,"OC(CNC1=C(C(=O)c2ccccc2)C(=O)N(Cc3ccccc3)C(=O)N1Cc4ccccc4)CN5CCCC5",1,1
"735033",735033,"[1-[(1,3-Dimethyl-2,6-dioxopyrimidin-4-yl)amino]-3-pyrrolidin-1-ylpropan-2-yl] benzoate","","",11639615,"CN1C(=O)C=C(NCC(CN2CCCC2)OC(=O)c3ccccc3)N(C)C1=O",1,1
"735036",735036,"6-[3-(2-Hydroxyethyl)-methylamino-1-propyl]-5,6-dihydro-...","","",45027893,"COc1cc2C(=O)N(CCCN(C)CCO)C3=C(C(=O)c4cc5OCOc5cc34)c2cc1OC",2,2
"735037",735037,"Camptothecin Derivative","","TOP1",16090528,"COc1cc2C(=O)N(CCCn3cccn3)C4=C(C(=O)c5cc6OCOc6cc45)c2cc1OC",2,2
"735040",735040,"10-(1,3-Dihydroxypropan-2-yloxymethyl)-5,12-dimethyl-7-methylsulfanyl-11-phenyl-3,6,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1(9),2,7,11-tetraen-4-one","","",24205323,"CSC1=Nc2c(C3=NC(=O)C(C)N13)c(C)c(c4ccccc4)n2COC(CO)CO",1,1
"735041",735041,"10-(1,3-Dihydroxypropan-2-yloxymethyl)-5,11,12-trimethyl-7-methylsulfanyl-3,6,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1(9),2,7,11-tetraen-4-one","","",24205324,"CSC1=Nc2c(C3=NC(=O)C(C)N13)c(C)c(C)n2COC(CO)CO",1,1
"735043",735043,"5-(1,3-Dihydroxypropan-2-yloxymethyl)-3,4,10-trimethyl-8-methylsulfanyl-5,7,9,13-tetrazatricyclo[7.4.0.02,6]trideca-1(13),2(6),3,7-tetraen-12-one","","",24205326,"CSC1=Nc2c(C3=NC(=O)CC(C)N13)c(C)c(C)n2COC(CO)CO",1,1
"735045",735045,"10-(1,3-Dihydroxypropan-2-yloxymethyl)-12-methyl-7-methylsulfanyl-11-phenyl-3,6,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1(9),2,7,11-tetraen-4-one","","",24205328,"CSC1=Nc2c(C3=NC(=O)CN13)c(C)c(c4ccccc4)n2COC(CO)CO",1,1
"735063",735063,"1-ethynyl-2-carboethoxyethenylnaphthalene","","",24205329,"CCOC(=O)\C=C\c1ccc2ccccc2c1C#C",1,1
"735152",735152,"5,6-Dihydro-2,3-dimethoxy-6-(3-dimethylamino-1-propyl)-5...","","",44409870,"COc1cc2C(=O)N(CCCN(C)C)C3=C(C(=O)c4ccccc34)c2cc1OC",2,2
"735165",735165,"2-[3-(Pyridin-2-ylsulfanyl)-3-p-tolyl-allylidene]-malono...","","",24205332,"Cc1ccc(cc1)\C(=C\C=C(C#N)C#N)\Sc2ccccn2",2,2
"735167",735167,"4-[2-Chloro-2-(3,4-dichloro-phenyl)-vinyl]-2,6-dimethyl-...","","",24205333,"COC(=O)C1=C(C)NC(=C(C1\C=C(/Cl)\c2ccc(Cl)c(Cl)c2)C(=O)OC)C",1,1
"735169",735169,"3-(3,5-Bis-trifluoromethyl-phenylsulfanyl)-1-(4-chloro-p...","","",6181983,"FC(F)(F)c1cc(S\C=C\C(=O)c2ccc(Cl)cc2)cc(c1)C(F)(F)F",1,1
"735170",735170,"1-(4-Bromo-phenyl)-3-(4-trifluoromethyl-pyrimidin-2-ylsu...","","",24205335,"FC(F)(F)c1ccnc(S\C=C/C(=O)c2ccc(Br)cc2)n1",1,1
"735173",735173,"5-[1-(4-Chloro-phenyl)-1H-tetrazol-5-yl]-2-pyrrolidin-1-...","","",7285296,"FC(F)(F)c1nc(ncc1c2nnnn2c3ccc(Cl)cc3)N4CCCC4",1,1
"735178",735178,"5-(4-Dimethylamino-benzylidene)-2-(4-methyl-piperazin-1-...","","",1902891,"CN(C)c1ccc(\C=C/2\SC(=NC2=O)N3CCN(C)CC3)cc1",1,1
"735179",735179,"(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)methyl di...","","",16072143,"CCN(CC)C(=S)SCN1C(=O)c2ccccc2S1(=O)=O",2,2
"735180",735180,"(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)methyl pi...","","",16072475,"O=C1N(CSC(=S)N2CCCCC2)S(=O)(=O)c3ccccc13",2,2
"735181",735181,"(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)methyl 4-...","","",16072473,"CN1CCN(CC1)C(=S)SCN2C(=O)c3ccccc3S2(=O)=O",1,1
"735182",735182,"(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)methyl mo...","","",16072469,"O=C1N(CSC(=S)N2CCOCC2)S(=O)(=O)c3ccccc13",1,1
"735183",735183,"(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)methyl py...","","",16072470,"O=C1N(CSC(=S)N2CCCC2)S(=O)(=O)c3ccccc13",2,2
"735184",735184,"S-[(1,1-dioxido-3-oxo-1,2-benzisothiazol-2(3H)-yl)methyl...","","",16072465,"CCOC(=S)SCN1C(=O)c2ccccc2S1(=O)=O",1,1
"735186",735186,"4'-(1H-benzimidazol-2-yl)1,1biphenyl-4-amine","","",24205338,"Nc1ccc(cc1)c2ccc(cc2)c3nc4ccccc4[nH]3",2,2
"735207",735207,"(2S)-1-[(2-Methoxynaphtho[1,2-f][1,3]benzodioxol-5-yl)methyl]piperidine-2-carboxylic acid","","",24205343,"COc1ccc2c(CN3CCCC[C@H]3C(=O)O)cc4cc5OCOc5cc4c2c1",1,1
"735209",735209,"(2S)-1-[(2-Phenylmethoxynaphtho[1,2-f][1,3]benzodioxol-5-yl)methyl]piperidine-2-carboxylic acid","","",24205345,"OC(=O)[C@@H]1CCCCN1Cc2cc3cc4OCOc4cc3c5cc(OCc6ccccc6)ccc25",1,1
"735211",735211,"CSA13","","",24205348,"CCCCCCCCNCCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@H]4C[C@@H](CC[C@]4(C)[C@H]3C[C@H](OCCCN)[C@]12C)OCCCN)OCCCN",2,2
"735212",735212,"N'-[3-[[(4R)-4-[(3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-Tris(3-aminopropoxy)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentyl]amino]propyl]p","","",24205349,"C[C@H](CCCNCCCNCCCN)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@H]4C[C@@H](CC[C@]4(C)[C@H]3C[C@H](OCCCN)[C@]12C)OCCCN)OCCCN",2,2
"735215",735215,"(11Z)-14-(Furan-2-yl)-1-oxacyclotetradec-11-en-2-one","","",11994738,"O=C1CCCCCCCC\C=C/CC(O1)c2occc2",1,1
"735306",735306,"1,3-Bis[(2-chlorophenyl)methyl]-5-[1-[[(1S)-2-hydroxy-1-phenylethyl]amino]but-3-enyl]pyrimidine-2,4-dione","","",24205357,"OC[C@@H](NC(CC=C)C1=CN(Cc2ccccc2Cl)C(=O)N(Cc3ccccc3Cl)C1=O)c4ccccc4",1,1
"735318",735318,"1-[4-[(8-Hydroxy-2-phenylquinolin-4-yl)amino]phenyl]ethanone","","",24205367,"CC(=O)c1ccc(Nc2cc(nc3c(O)cccc23)c4ccccc4)cc1",1,1
"735320",735320,"4-[4-[(E)-N-Hydroxy-C-methylcarbonimidoyl]anilino]-2-phenylquinolin-8-ol","","",24205369,"C\C(=N/O)\c1ccc(Nc2cc(nc3c(O)cccc23)c4ccccc4)cc1",1,1
"735322",735322,"4-[3-[(E)-N-Hydroxy-C-methylcarbonimidoyl]anilino]-2-phenylquinolin-8-ol","","",24205371,"C\C(=N/O)\c1cccc(Nc2cc(nc3c(O)cccc23)c4ccccc4)c1",2,2
"735323",735323,"4-[3-[(E)-N-Methoxy-C-methylcarbonimidoyl]anilino]-2-phenylquinolin-8-ol","","",24205372,"CO\N=C(/C)\c1cccc(Nc2cc(nc3c(O)cccc23)c4ccccc4)c1",1,1
"735324",735324,"N-[2-(Dimethylamino)ethyl]-4-[(8-methoxy-2-phenylquinolin-4-yl)amino]benzamide","","",24205373,"COc1cccc2c(Nc3ccc(cc3)C(=O)NCCN(C)C)cc(nc12)c4ccccc4",1,1
"735325",735325,"N-[2-(2-Hydroxyethylamino)ethyl]-4-[(8-methoxy-2-phenylquinolin-4-yl)amino]benzamide","","",24205374,"COc1cccc2c(Nc3ccc(cc3)C(=O)NCCNCCO)cc(nc12)c4ccccc4",1,1
"735327",735327,"STK921190","","",800988,"COc1ccc2c(OC(=O)c3cc(OC)ccc23)c1",1,1
"735328",735328,"3-[(2Z)-2-Hydroxyimino-2-(4-methoxyphenyl)ethoxy]-8-methoxybenzo[c]chromen-6-one","","",24205376,"COc1ccc(cc1)\C(=N\O)\COc2ccc3c(OC(=O)c4cc(OC)ccc34)c2",1,1
"735330",735330,"3-[(2Z)-2-Hydroxyimino-2-(3-methoxyphenyl)ethoxy]-8-methoxybenzo[c]chromen-6-one","","",24205378,"COc1cccc(c1)\C(=N\O)\COc2ccc3c(OC(=O)c4cc(OC)ccc34)c2",1,1
"735331",735331,"4-[(2Z)-2-(5-Oxooxolan-2-ylidene)ethoxy]chromen-2-one","","",24205379,"O=C1CC\C(=C\COC2=CC(=O)Oc3ccccc23)\O1",1,1
